"BirdID","StartTown","Year","EndTown","Disperser","Developed","Agriculture","Wetland","Grassland","Road_KM","X","Y","Ag_Indx","Connectance","Edg_Dns","Sex","Age","Flock.Size"
1251,"Bangor",2020,"Amherst",1,0.47612859999797,0.088389657587786,0.071385789842346,0.00704518460617,723.456577210284,516521.522592938,4964371.1956643,92.1459818701899,34.3511920361913,52.0497264100535,"M","A",28
1255,"Bangor",2020,"Alton",1,0.47612859999797,0.088389657587786,0.071385789842346,0.00704518460617,723.456577210284,516521.522592938,4964371.1956643,92.1459818701899,34.3511920361913,52.0497264100535,"M","J",28
1256,"Bangor",2020,"Glenburn",1,0.47612859999797,0.088389657587786,0.071385789842346,0.00704518460617,723.456577210284,516521.522592938,4964371.1956643,92.1459818701899,34.3511920361913,52.0497264100535,"M","A",28
1302,"Greenfield Twp",2020,"Greenfield Twp",0,0.030066671578017,0.004125534109327,0.173226388684249,0.012229261824075,81.9483145796775,543384.491115653,4986684.91343544,90.0305477809446,38.1610888341813,66.1838682764036,"M","A",30
1452,"Albion",2020,"Vassalboro",1,0.045995346705679,0.182051327246448,0.148614587372651,0.017097331406211,493.569498775023,464933.469719408,4929393.2258938,89.3740835826517,26.5319534744325,70.8767047689499,"F","J",30
1501,"Buckfield",2020,"Buckfield",0,0.049064452891315,0.074245533947521,0.119564116959495,0.015029497574848,424.004100183912,390687.257731733,4904279.65242522,90.4924310932933,35.6062257105512,63.0858685813351,"F","A",15
1522,"Old Town",2020,"Old Town",0,0.096337888352903,0.019776333545315,0.272998712599463,0.008112174466039,334.622466040187,521882.662482543,4977422.95437953,91.2776194681099,29.1399564717289,56.7704539466547,"F","A",8
1525,"Old Town",2020,"Old Town",0,0.096337888352903,0.019776333545315,0.272998712599463,0.008112174466039,334.622466040187,521882.662482543,4977422.95437953,91.2776194681099,29.1399564717289,56.7704539466547,"F","A",8
1552,"Bangor",2020,"Alton",1,0.47612859999797,0.088389657587786,0.071385789842346,0.00704518460617,723.456577210284,516521.522592938,4964371.1956643,92.1459818701899,34.3511920361913,52.0497264100535,"F","A",28
1553,"Bangor",2020,"Bangor",0,0.47612859999797,0.088389657587786,0.071385789842346,0.00704518460617,723.456577210284,516521.522592938,4964371.1956643,92.1459818701899,34.3511920361913,52.0497264100535,"F","A",28
1560,"Bangor",2020,"Bangor",0,0.47612859999797,0.088389657587786,0.071385789842346,0.00704518460617,723.456577210284,516521.522592938,4964371.1956643,92.1459818701899,34.3511920361913,52.0497264100535,"F","A",28
1561,"Hampden",2020,"Hampden",0,0.128603488541819,0.089092833163042,0.084221281564735,0.017734637279229,787.966122665553,508635.981179355,4953506.6488115,88.7484889801639,28.4832548993139,74.0791384832297,"F","A",21
1562,"Hampden",2020,"Hampden",0,0.128603488541819,0.089092833163042,0.084221281564735,0.017734637279229,787.966122665553,508635.981179355,4953506.6488115,88.7484889801639,28.4832548993139,74.0791384832297,"F","A",21
1563,"Hampden",2020,"Hampden",0,0.128603488541819,0.089092833163042,0.084221281564735,0.017734637279229,787.966122665553,508635.981179355,4953506.6488115,88.7484889801639,28.4832548993139,74.0791384832297,"F","A",21
1564,"Hampden",2020,"Hampden",0,0.128603488541819,0.089092833163042,0.084221281564735,0.017734637279229,787.966122665553,508635.981179355,4953506.6488115,88.7484889801639,28.4832548993139,74.0791384832297,"F","A",21
1565,"Hampden",2020,"Hampden",0,0.128603488541819,0.089092833163042,0.084221281564735,0.017734637279229,787.966122665553,508635.981179355,4953506.6488115,88.7484889801639,28.4832548993139,74.0791384832297,"F","A",21
1614,"Greenfield Twp",2020,"Summit Twp",1,0.030066671578017,0.004125534109327,0.173226388684249,0.012229261824075,81.9483145796775,543384.491115653,4986684.91343544,90.0305477809446,38.1610888341813,66.1838682764036,"F","A",30
1615,"Greenfield Twp",2020,"T39 MD BPP",1,0.030066671578017,0.004125534109327,0.173226388684249,0.012229261824075,81.9483145796775,543384.491115653,4986684.91343544,90.0305477809446,38.1610888341813,66.1838682764036,"F","A",30
1616,"Greenfield Twp",2020,"Greenfield Twp",0,0.030066671578017,0.004125534109327,0.173226388684249,0.012229261824075,81.9483145796775,543384.491115653,4986684.91343544,90.0305477809446,38.1610888341813,66.1838682764036,"F","A",30
1617,"Greenfield Twp",2020,"Greenfield Twp",0,0.030066671578017,0.004125534109327,0.173226388684249,0.012229261824075,81.9483145796775,543384.491115653,4986684.91343544,90.0305477809446,38.1610888341813,66.1838682764036,"F","A",30
1618,"Greenfield Twp",2020,"Greenfield Twp",0,0.030066671578017,0.004125534109327,0.173226388684249,0.012229261824075,81.9483145796775,543384.491115653,4986684.91343544,90.0305477809446,38.1610888341813,66.1838682764036,"F","A",30
1621,"Monson",2020,"Bowdoin College Grant West Twp",1,0.038414685968441,0.00938411853027,0.078274172072863,0.037918921215898,156.451313274328,460546.634516337,5015241.71363454,89.1688476903597,32.439803305002,71.9707691727053,"F","A",15
1622,"Monson",2020,"Elliottsville Twp",1,0.038414685968441,0.00938411853027,0.078274172072863,0.037918921215898,156.451313274328,460546.634516337,5015241.71363454,89.1688476903597,32.439803305002,71.9707691727053,"F","A",15
1624,"Monson",2020,"Greenville",1,0.038414685968441,0.00938411853027,0.078274172072863,0.037918921215898,156.451313274328,460546.634516337,5015241.71363454,89.1688476903597,32.439803305002,71.9707691727053,"F","A",15
1625,"Monson",2020,"Greenville",1,0.038414685968441,0.00938411853027,0.078274172072863,0.037918921215898,156.451313274328,460546.634516337,5015241.71363454,89.1688476903597,32.439803305002,71.9707691727053,"F","A",15
1626,"Monson",2020,"Bowdoin College Grant West Twp",1,0.038414685968441,0.00938411853027,0.078274172072863,0.037918921215898,156.451313274328,460546.634516337,5015241.71363454,89.1688476903597,32.439803305002,71.9707691727053,"F","A",15
1627,"Monson",2020,"Elliottsville Twp",1,0.038414685968441,0.00938411853027,0.078274172072863,0.037918921215898,156.451313274328,460546.634516337,5015241.71363454,89.1688476903597,32.439803305002,71.9707691727053,"F","A",15
1628,"Monson",2020,"Spencer Bay Twp",1,0.038414685968441,0.00938411853027,0.078274172072863,0.037918921215898,156.451313274328,460546.634516337,5015241.71363454,89.1688476903597,32.439803305002,71.9707691727053,"F","A",15
10353,"Charleston",2018,"Bradford",1,0.034453493356194,0.10961851693099,0.219674239177025,0.006643806258037,303.062526886867,497340.634067375,4990827.87604551,88.9926818062461,27.1886975871084,73.1942719264431,"F","A",NA
10369,"Gorham",2018,"Gorham",0,0.1667628115944,0.184116405491798,0.069265068172409,0.012161767799819,1365.43795628491,382515.465159767,4839965.43835451,87.5867310682347,23.3215232448945,82.0713923867419,"F","A",NA
10371,"Gorham",2018,"Gorham",0,0.1667628115944,0.184116405491798,0.069265068172409,0.012161767799819,1365.43795628491,382515.465159767,4839965.43835451,87.5867310682347,23.3215232448945,82.0713923867419,"F","A",NA
10372,"Gorham",2018,"Standish",1,0.1667628115944,0.184116405491798,0.069265068172409,0.012161767799819,1365.43795628491,382515.465159767,4839965.43835451,87.5867310682347,23.3215232448945,82.0713923867419,"F","A",NA
10374,"Gorham",2018,"Gorham",0,0.1667628115944,0.184116405491798,0.069265068172409,0.012161767799819,1365.43795628491,382515.465159767,4839965.43835451,87.5867310682347,23.3215232448945,82.0713923867419,"M","J",NA
10375,"Gorham",2018,"Gorham",0,0.1667628115944,0.184116405491798,0.069265068172409,0.012161767799819,1365.43795628491,382515.465159767,4839965.43835451,87.5867310682347,23.3215232448945,82.0713923867419,"M","J",NA
10376,"Charleston",2018,"Charleston",0,0.034453493356194,0.10961851693099,0.219674239177025,0.006643806258037,303.062526886867,497340.634067375,4990827.87604551,88.9926818062461,27.1886975871084,73.1942719264431,"F","A",NA
10383,"Charleston",2018,"Bradford",1,0.034453493356194,0.10961851693099,0.219674239177025,0.006643806258037,303.062526886867,497340.634067375,4990827.87604551,88.9926818062461,27.1886975871084,73.1942719264431,"F","J",NA
