"BirdID","StartHex","Year","EndHex","Disperser","Forestd","Agrcltr","Develpd","Shrub","Herbacs","Wetlnds","Water","Road_KM","X","Y","Ag_Indx","Cnnctnc","Edg_Dns","Sex","Age"
396,"Grid_947",2019,"Grid_947",0,0.556752077562327,0.026134002770083,0.185483033240997,0.012837603878116,0.008526662049861,0.164473684210526,0.045792936288089,774.091039539868,528248.409774722,4972051.81923714,89.0805833052736,25.5300024229994,72.9912455577707,"F","A"
401,"Grid_921",2019,"Grid_895",1,0.464010416666667,0.084227430555556,0.296258680555556,0.009696180555556,0.018845486111111,0.097161458333333,0.029800347222222,1352.03679740084,522773.607822908,4962569.18393874,89.966329576351,26.6172296347278,67.1173904250094,"F","A"
409,"Grid_713",2019,"Grid_713",0,0.481101677802263,0.094531119676204,0.086207956171696,0.008007094004337,0.008112450504394,0.210756898655827,0.111282803185278,475.23181298464,478975.191120689,4962569.18456715,88.8062303269092,24.726452059749,74.816606137302,"F","J"
410,"Grid_713",2019,"Grid_713",0,0.481101677802263,0.094531119676204,0.086207956171696,0.008007094004337,0.008112450504394,0.210756898655827,0.111282803185278,475.23181298464,478975.191120689,4962569.18456715,88.8062303269092,24.726452059749,74.816606137302,"F","A"
411,"Grid_713",2019,"Grid_713",0,0.481101677802263,0.094531119676204,0.086207956171696,0.008007094004337,0.008112450504394,0.210756898655827,0.111282803185278,475.23181298464,478975.191120689,4962569.18456715,88.8062303269092,24.726452059749,74.816606137302,"F","A"
420,"Grid_1000",2019,"Grid_974",1,0.724413622893692,0.002954697534566,0.025905745148647,0.013730653248864,0.012896385709692,0.217830730592417,0.002268164872122,116.233811068642,539198.013677839,4991017.08983335,90.3554399212742,35.1349803741501,64.4424989959752,"F","A"
423,"Grid_1000",2019,"Grid_1000",0,0.724413622893692,0.002954697534566,0.025905745148647,0.013730653248864,0.012896385709692,0.217830730592417,0.002268164872122,116.233811068642,539198.013677839,4991017.08983335,90.3554399212742,35.1349803741501,64.4424989959752,"F","A"
424,"Grid_894",2019,"Grid_894",0,0.567964878727289,0.066886899069808,0.160731982960967,0.012840128662088,0.0295140398157,0.072615839346257,0.089446231417891,1297.65819003199,517298.805870924,4953086.54864014,88.9779537421376,25.5544508391227,73.6718325648049,"F","J"
426,"Grid_894",2019,"Grid_894",0,0.567964878727289,0.066886899069808,0.160731982960967,0.012840128662088,0.0295140398157,0.072615839346257,0.089446231417891,1297.65819003199,517298.805870924,4953086.54864014,88.9779537421376,25.5544508391227,73.6718325648049,"F","A"
435,"Grid_974",2019,"Grid_974",0,0.502906725262557,0.003910237555582,0.024499541498694,0.008097306088551,0.009645829368306,0.43766977524785,0.013270584978459,423.257504806583,533723.211726366,4981534.45453535,91.6360585073836,29.1362662251232,56.0356409211861,"F","A"
444,"Grid_921",2019,"Grid_921",0,0.464010416666667,0.084227430555556,0.296258680555556,0.009696180555556,0.018845486111111,0.097161458333333,0.029800347222222,1352.03679740084,522773.607822908,4962569.18393874,89.966329576351,26.6172296347278,67.1173904250094,"F","A"
445,"Grid_921",2019,"Grid_921",0,0.464010416666667,0.084227430555556,0.296258680555556,0.009696180555556,0.018845486111111,0.097161458333333,0.029800347222222,1352.03679740084,522773.607822908,4962569.18393874,89.966329576351,26.6172296347278,67.1173904250094,"F","A"
447,"Grid_921",2019,"Grid_921",0,0.464010416666667,0.084227430555556,0.296258680555556,0.009696180555556,0.018845486111111,0.097161458333333,0.029800347222222,1352.03679740084,522773.607822908,4962569.18393874,89.966329576351,26.6172296347278,67.1173904250094,"F","A"
450,"Grid_921",2019,"Grid_948",1,0.464010416666667,0.084227430555556,0.296258680555556,0.009696180555556,0.018845486111111,0.097161458333333,0.029800347222222,1352.03679740084,522773.607822908,4962569.18393874,89.966329576351,26.6172296347278,67.1173904250094,"F","A"
476,"Grid_687",2019,"Grid_739",1,0.544600763650961,0.128709728614506,0.057199137391824,0.006870991532623,0.011557455866016,0.201592651026448,0.049469271917623,739.023539788211,473500.38889715,4972051.82002377,86.4687932093189,21.323750821181,90.3404379494558,"M","A"
478,"Grid_687",2019,"Grid_714",1,0.544600763650961,0.128709728614506,0.057199137391824,0.006870991532623,0.011557455866016,0.201592651026448,0.049469271917623,739.023539788211,473500.38889715,4972051.82002377,86.4687932093189,21.323750821181,90.3404379494558,"M","A"
480,"Grid_637",2020,"Grid_612",1,0.745496451749864,0.020968901905397,0.049909452469045,0.052023672330581,0.017719588593611,0.084040239496053,0.02984169345545,280.571142846564,462550.784176427,5009982.36169469,88.4265410979939,34.4234442419301,77.2182254196643,"M","J"
481,"Grid_637",2020,"Grid_689",1,0.745496451749864,0.020968901905397,0.049909452469045,0.052023672330581,0.017719588593611,0.084040239496053,0.02984169345545,280.571142846564,462550.784176427,5009982.36169469,88.4265410979939,34.4234442419301,77.2182254196643,"M","J"
487,"Grid_741",2020,"Grid_793",1,0.699241742261616,0.020730905061976,0.047815248251506,0.023500796343744,0.041816702444429,0.083590125337581,0.083304480299148,339.701576154823,484449.992525853,5009982.36137849,89.3266635056111,32.0327271597225,71.2894744445408,"M","A"
532,"Grid_318",2020,"Grid_266",1,0.587530655428556,0.099345722405688,0.204561350698103,0.004001806124888,0.021053749922531,0.075565078044073,0.007941637376161,1533.24730176217,396853.1610285,4877225.4673277,87.8968087342174,24.2104362542064,80.8486172265946,"M","A"
536,"Grid_318",2020,"Grid_266",1,0.587530655428556,0.099345722405688,0.204561350698103,0.004001806124888,0.021053749922531,0.075565078044073,0.007941637376161,1533.24730176217,396853.1610285,4877225.4673277,87.8968087342174,24.2104362542064,80.8486172265946,"M","A"
546,"Grid_318",2020,"Grid_345",1,0.587530655428556,0.099345722405688,0.204561350698103,0.004001806124888,0.021053749922531,0.075565078044073,0.007941637376161,1533.24730176217,396853.1610285,4877225.4673277,87.8968087342174,24.2104362542064,80.8486172265946,"M","A"
547,"Grid_947",2020,"Grid_1001",1,0.556752077562327,0.026134002770083,0.185483033240997,0.012837603878116,0.008526662049861,0.164473684210526,0.045792936288089,774.091039539868,528248.409774722,4972051.81923714,89.0805833052736,25.5300024229994,72.9912455577707,"M","A"
551,"Grid_401",2020,"Grid_349",1,0.765440016640377,0.008389523495866,0.036322823317329,0.050449810195698,0.019353105337054,0.095716836248288,0.024327884765388,380.902822022663,413277.566075105,4962569.18550841,90.8093002396962,39.6151921104652,61.3787982537495,"M","J"
558,"Grid_712",2019,"Grid_737",1,0.664317578240267,0.097646282827932,0.04375032545868,0.009269063199736,0.023719428581347,0.098444741455625,0.062852580236413,550.439261821228,478975.191392252,4943603.91381123,88.7268963828786,28.902361332377,75.2955656485109,"M","J"
559,"Grid_712",2019,"Grid_685",1,0.664317578240267,0.097646282827932,0.04375032545868,0.009269063199736,0.023719428581347,0.098444741455625,0.062852580236413,550.439261821228,478975.191392252,4943603.91381123,88.7268963828786,28.902361332377,75.2955656485109,"M","A"
560,"Grid_712",2019,"Grid_737",1,0.664317578240267,0.097646282827932,0.04375032545868,0.009269063199736,0.023719428581347,0.098444741455625,0.062852580236413,550.439261821228,478975.191392252,4943603.91381123,88.7268963828786,28.902361332377,75.2955656485109,"M","A"
561,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","A"
564,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","A"
581,"Grid_816",2019,"Grid_868",1,0.720744819894394,0.100805116497918,0.045745255563494,0.010490911942561,0.026706515867069,0.09136852377882,0.004138856455745,688.690952678957,500874.399743004,4943603.91349801,88.5107664155391,32.0667255998593,76.6894917800699,"M","A"
582,"Grid_816",2019,"Grid_868",1,0.720744819894394,0.100805116497918,0.045745255563494,0.010490911942561,0.026706515867069,0.09136852377882,0.004138856455745,688.690952678957,500874.399743004,4943603.91349801,88.5107664155391,32.0667255998593,76.6894917800699,"M","A"
586,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","A"
589,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","A"
591,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","J"
597,"Grid_633",2019,"Grid_685",1,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","A"
599,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","A"
602,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","A"
604,"Grid_607",2019,"Grid_632",1,0.557943369150537,0.076231143467152,0.049193237898568,0.006405096076441,0.017684015260229,0.171240068601029,0.121303069546043,975.993611347283,457075.983313164,4924638.64336758,88.2897351456067,24.2939516259841,78.2445891010584,"M","A"
608,"Grid_659",2019,"Grid_633",1,0.727863892825163,0.091109043963591,0.038269275909134,0.023264103210551,0.02668938597025,0.087579437871109,0.005224860250202,438.954186816308,468025.58748797,4924638.64321153,88.7306188956426,33.1097327053912,75.2217503105949,"M","A"
613,"Grid_659",2019,"Grid_633",1,0.727863892825163,0.091109043963591,0.038269275909134,0.023264103210551,0.02668938597025,0.087579437871109,0.005224860250202,438.954186816308,468025.58748797,4924638.64321153,88.7306188956426,33.1097327053912,75.2217503105949,"M","J"
616,"Grid_816",2019,"Grid_789",1,0.720744819894394,0.100805116497918,0.045745255563494,0.010490911942561,0.026706515867069,0.09136852377882,0.004138856455745,688.690952678957,500874.399743004,4943603.91349801,88.5107664155391,32.0667255998593,76.6894917800699,"M","A"
618,"Grid_816",2019,"Grid_789",1,0.720744819894394,0.100805116497918,0.045745255563494,0.010490911942561,0.026706515867069,0.09136852377882,0.004138856455745,688.690952678957,500874.399743004,4943603.91349801,88.5107664155391,32.0667255998593,76.6894917800699,"M","A"
621,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","A"
623,"Grid_843",2019,"Grid_791",1,0.623100250516415,0.113936623741924,0.059833868061355,0.007708873555136,0.014442051597592,0.174939568408562,0.006038764119017,792.438146682764,506349.20142292,4972051.81955193,87.6305732707284,25.0318464386675,82.5980179711652,"M","A"
630,"Grid_789",2019,"Grid_815",1,0.705736180860862,0.064043303734339,0.043868490103741,0.021929900776756,0.020226944931969,0.110422784854119,0.033772394738214,696.958060899957,495399.597790769,4934121.27819876,89.2109564701725,32.1004938606604,72.0545024312869,"M","J"
638,"Grid_264",2019,"Grid_264",0,0.502472721563702,0.167909569039956,0.249348021386643,0.011216648786317,0.011173038176728,0.051678572363084,0.00620142868357,2121.51798548784,385903.557389221,4839294.92596411,88.4537882292454,24.09289608648,77.159771519706,"M","J"
641,"Grid_264",2019,"Grid_264",0,0.502472721563702,0.167909569039956,0.249348021386643,0.011216648786317,0.011173038176728,0.051678572363084,0.00620142868357,2121.51798548784,385903.557389221,4839294.92596411,88.4537882292454,24.09289608648,77.159771519706,"M","J"
654,"Grid_1362",2019,"Grid_1336",1,0.541695640080662,0.006718934705514,0.032716779083513,0.083243515749948,0.040730825394618,0.27580661984563,0.019087685140115,181.395774761479,615845.243465242,4953086.54722561,87.9288018385567,23.5703876387252,80.6412934504049,"M","J"
666,"Grid_1232",2020,"Grid_1232",0,0.629965674174637,0.010635220610923,0.054786331379204,0.020412295587782,0.0387611848195,0.235835775995063,0.009603517432891,307.66103351447,588471.233156376,4943603.91224324,86.6759253257289,22.2894454009745,88.9572679206033,"M","J"
681,"Grid_924",2019,"Grid_872",1,0.571369211991101,0.003332785082973,0.020931621637999,0.030895350548395,0.009427020663268,0.336680546057359,0.027363464018906,164.604333047183,522773.607002618,5019464.99620199,87.6884623709983,23.818201435804,82.2346846495448,"M","A"
682,"Grid_924",2019,"Grid_949",1,0.571369211991101,0.003332785082973,0.020931621637999,0.030895350548395,0.009427020663268,0.336680546057359,0.027363464018906,164.604333047183,522773.607002618,5019464.99620199,87.6884623709983,23.818201435804,82.2346846495448,"M","A"
684,"Grid_924",2019,"Grid_949",1,0.571369211991101,0.003332785082973,0.020931621637999,0.030895350548395,0.009427020663268,0.336680546057359,0.027363464018906,164.604333047183,522773.607002618,5019464.99620199,87.6884623709983,23.818201435804,82.2346846495448,"M","A"
685,"Grid_924",2019,"Grid_949",1,0.571369211991101,0.003332785082973,0.020931621637999,0.030895350548395,0.009427020663268,0.336680546057359,0.027363464018906,164.604333047183,522773.607002618,5019464.99620199,87.6884623709983,23.818201435804,82.2346846495448,"M","A"
687,"Grid_924",2019,"Grid_949",1,0.571369211991101,0.003332785082973,0.020931621637999,0.030895350548395,0.009427020663268,0.336680546057359,0.027363464018906,164.604333047183,522773.607002618,5019464.99620199,87.6884623709983,23.818201435804,82.2346846495448,"M","A"
691,"Grid_1002",2020,"Grid_1028",1,0.543409570324467,0.043781564827701,0.062276256247319,0.018573466726186,0.01470472389255,0.254715577379233,0.062538840602544,274.7415787128,539198.01312919,5028947.63134114,87.2508751336042,22.602132355085,85.1448647274324,"M","A"
694,"Grid_1002",2020,"Grid_1053",1,0.543409570324467,0.043781564827701,0.062276256247319,0.018573466726186,0.01470472389255,0.254715577379233,0.062538840602544,274.7415787128,539198.01312919,5028947.63134114,87.2508751336042,22.602132355085,85.1448647274324,"M","A"
701,"Grid_633",2019,"Grid_660",1,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","J"
704,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","J"
709,"Grid_633",2019,"Grid_633",0,0.528400153797756,0.12025935894299,0.039026180572547,0.006431542521584,0.018158621412842,0.271383131182495,0.016341011569786,873.378526209259,462550.785265298,4934121.27866777,88.8238532352117,24.7228031839986,74.7052212177159,"M","J"
724,"Grid_663",2020,"Grid_637",1,0.672020918939111,0.076934437195403,0.068238482855678,0.015272215513722,0.015063721103978,0.120457645229387,0.032012579162721,379.462808485776,468025.586400491,5000499.72623728,88.5272047135814,28.9896073541568,76.6172604085406,"M","A"
728,"Grid_663",2020,"Grid_689",1,0.672020918939111,0.076934437195403,0.068238482855678,0.015272215513722,0.015063721103978,0.120457645229387,0.032012579162721,379.462808485776,468025.586400491,5000499.72623728,88.5272047135814,28.9896073541568,76.6172604085406,"M","A"
750,"Grid_401",2020,"Grid_349",1,0.765440016640377,0.008389523495866,0.036322823317329,0.050449810195698,0.019353105337054,0.095716836248288,0.024327884765388,380.902822022663,413277.566075105,4962569.18550841,90.8093002396962,39.6151921104652,61.3787982537495,"M","J"
752,"Grid_921",2019,"Grid_921",0,0.464010416666667,0.084227430555556,0.296258680555556,0.009696180555556,0.018845486111111,0.097161458333333,0.029800347222222,1352.03679740084,522773.607822908,4962569.18393874,89.966329576351,26.6172296347278,67.1173904250094,"F","A"
754,"Grid_921",2019,"Grid_921",0,0.464010416666667,0.084227430555556,0.296258680555556,0.009696180555556,0.018845486111111,0.097161458333333,0.029800347222222,1352.03679740084,522773.607822908,4962569.18393874,89.966329576351,26.6172296347278,67.1173904250094,"F","A"
784,"Grid_685",2020,"Grid_633",1,0.641486978437413,0.134319868384206,0.044901638196584,0.006274502940353,0.018919770372445,0.142904648557827,0.011192593111173,617.951704105046,473500.389440195,4934121.27851148,88.5255461593213,27.1866706358167,76.6483778419187,"M","J"
826,"Grid_1026",2020,"Grid_1078",1,0.688449900579234,0.000354456643901,0.020506613642258,0.012630759920463,0.015993775395522,0.257836949943806,0.004227543874816,43.6193267622075,544672.81590274,4981534.45437763,90.3393786070828,32.8195224824362,64.5766159322308,"F","A"
833,"Grid_766",2019,"Grid_766",0,0.628925484452239,0.09589793499523,0.05061815238444,0.003700241864768,0.007072858147759,0.21060543280303,0.003179895352535,551.067817544325,489924.795023441,4981534.45516573,87.770596162501,23.7896686566487,81.6900838743416,"F","A"
836,"Grid_766",2019,"Grid_766",0,0.628925484452239,0.09589793499523,0.05061815238444,0.003700241864768,0.007072858147759,0.21060543280303,0.003179895352535,551.067817544325,489924.795023441,4981534.45516573,87.770596162501,23.7896686566487,81.6900838743416,"F","A"
838,"Grid_843",2020,"Grid_767",1,0.623100250516415,0.113936623741924,0.059833868061355,0.007708873555136,0.014442051597592,0.174939568408562,0.006038764119017,792.438146682764,506349.20142292,4972051.81955193,87.6305732707284,25.0318464386675,82.5980179711652,"F","J"
839,"Grid_843",2020,"Grid_818",1,0.623100250516415,0.113936623741924,0.059833868061355,0.007708873555136,0.014442051597592,0.174939568408562,0.006038764119017,792.438146682764,506349.20142292,4972051.81955193,87.6305732707284,25.0318464386675,82.5980179711652,"F","J"
