"Sim.ID","OG.ID","p","rho","mu","k","rate","R","Accept"
26,1,0.807883044751361,0.417295121033047,0,0.507478060387945,0.00223519872975023,867.558728612981,1
38,1,1.62317776295822,0.441944043076613,0,0.931025918508256,0.00176592919403327,1619.94119632219,1
67,1,0.658280141372234,0.476410841221028,0,0.736144032757059,0.00175401798095417,1402.81893644265,1
88,1,1.67739719261881,0.401097630416719,0,0.859733371842319,0.00177876540198848,1527.92439126527,1
66,1,0.687034560856409,0.426812211772454,0,1.09688305050302,0.00202858264307027,1567.98711578371,1
16,1,0.137199621810578,0.49605533843919,0,1.04498491857785,0.00224888660188093,1370.58287927721,1
25,1,2.00865976449568,0.110860612457529,0,1.19269380046295,0.00223583928067688,1502.44459386533,1
64,1,0.690389065933414,0.515297680675457,0,1.19289476244988,0.00262961588261773,1277.59898486993,1
67,1,2.36395321686286,0.489682640006618,0,0.943117275868846,0.00216876738661032,1330.05901563831,1
60,1,0.526671428815462,0.470914757977768,0,0.827690637249519,0.0022162351099394,1196.79200341348,1
99,1,2.15254102265462,0.289520175275817,0,1.00147973480689,0.00193261121797345,1551.57827344286,1
25,1,1.56343500781804,0.317360617918655,0,1.06240137007973,0.00259897811132312,1198.73980108146,1
60,1,0.542518671997823,0.168295438300644,0,1.11235183073943,0.00251426716871283,1276.67003922216,1
72,1,1.37007145017851,0.205807557401623,0,1.16065287095393,0.00187361085591926,1761.31453224215,1
95,1,2.07209725272842,0.507744583757055,0,0.751136037259081,0.00202385928088845,1231.56302696864,1
5,2,1.20855347802863,0.259494055804924,0,1.01446326006542,0.00237205773163013,1274.70940527106,1
7,2,1.5092706741998,0.170889770649038,0,0.635100121860339,0.00351933898998195,636.185485867096,1
9,2,0.201191035588272,0.449819643820195,0,1.12839275153968,0.00177781568046582,1822.42859586335,1
18,2,3.08061397625133,0.498311650979621,0,0.822528415731659,0.00261809310150582,1009.03671025357,1
19,2,2.93336192709394,0.1999133715602,0,1.12443134271493,0.00423453251504709,763.37395255044,1
33,2,0.740338166127913,0.274730258087746,0,0.831905973323044,0.00394034808084036,675.328335223894,1
35,2,2.65957544322591,0.103778648701236,0,1.12153821304644,0.00186355117284446,1731.70193649039,1
37,2,1.91495831329376,0.419675320226787,0,0.570869398910194,0.00348030923093215,600.899766772276,1
48,2,2.47098140849266,0.476300739298623,0,0.958384202217516,0.00448374310054924,650.040552337421,1
49,2,2.61297847281676,0.362084247587381,0,0.925488945124157,0.00450073409433831,633.170213579023,1
54,2,1.16830684873275,0.378425876750773,0,0.679345410613708,0.00325869546837111,717.292859523861,1
56,2,0.752704603062011,0.127871112086264,0,0.93752138276959,0.00365990778347208,785.141493931697,1
57,2,1.40654461835511,0.472439415795756,0,0.555664468440965,0.0026574956414615,773.455952236531,1
58,2,1.54060881319456,0.252617243623558,0,1.14814935859112,0.00375716732767057,872.143774627046,1
59,2,1.89089489404578,0.386828333714071,0,0.862357439078866,0.0041645993899379,653.878819138594,1
63,2,0.193261344567873,0.0914058564597597,0,0.727815387727345,0.00200269380844276,1219.72135144998,1
65,2,3.84092566785403,0.279475459822286,0,0.868744524069518,0.00317432085170082,861.942216164167,1
69,2,0.961711941100657,0.282594728988201,0,0.592234508466813,0.00391501288421613,546.892492165818,1
72,2,0.264751060120761,0.476357934916705,0,1.06180620027943,0.0043624254737272,713.907018312143,1
80,2,0.960450167232193,0.225885395363932,0,1.19492325032658,0.00194429159557614,1729.8474065907,1
85,2,1.35969210786279,0.257883315977081,0,0.881131311471891,0.00360521469570661,765.858868989977,1
87,2,2.86758124330081,0.224607081448073,0,0.908733110584509,0.00170780489864805,1649.13808876132,1
91,2,0.968301294511184,0.342644053984042,0,1.08883413773582,0.0041713477453114,758.892416016831,1
92,2,1.07915101097897,0.49694228257967,0,1.05481150404073,0.00460239696574466,673.789000788246,1
97,2,2.94220065660775,0.516919780919201,0,1.15281261277758,0.00185869596018521,1767.61633711642,1
1,2,1.87693944175262,0.298294111995295,0,1.00398624789142,0.00394584958676599,761.166418909808,1
2,2,0.278167472942732,0.135316466846667,0,0.566703351810072,0.00171003137711295,1217.2458044831,1
8,2,0.643677690206096,0.1033734617974,0,1.11597442009111,0.00443342740144675,725.553145378261,1
9,2,2.46301651250105,0.15038897236307,0,0.499800965149556,0.00184427279342298,1041.18934137851,1
12,2,0.177511783828959,0.357600931655795,0,0.629231894401554,0.00312805709650204,711.529318245126,1
21,2,1.33837010376155,0.377269067840186,0,1.0286083722517,0.00307311631380111,992.77294318905,1
22,2,2.60331512463745,0.0186159321262236,0,0.517848127318308,0.0019942354435249,985.115444230299,1
24,2,2.03461378470529,0.24841604998456,0,0.756138194260172,0.00353778450680483,707.538460133712,1
29,2,2.83958362916019,0.48014889032321,0,0.966309221838538,0.00346068867471318,846.693756249744,1
33,2,3.49342564439867,0.381377313021919,0,1.13630317550442,0.0035393953332178,919.568807159919,1
37,2,3.11325358911417,0.460510488735205,0,0.850819988840206,0.00244217673505846,1105.44592859471,1
39,2,1.05091235265136,0.328341717156564,0,0.755630283551752,0.00368364061106739,679.230904947593,1
42,2,0.825464904564433,0.0881574276637141,0,0.859813775319895,0.00191733691142154,1417.58198353366,1
44,2,2.12216888580006,0.382586919185442,0,1.0275000015852,0.00279118196423005,1092.28911876984,1
47,2,0.639225420472212,0.0966279226669133,0,0.930328911830308,0.00276462535822125,1034.25281332691,1
54,2,1.06337419713382,0.218807328116351,0,0.974612427875004,0.00278110051739359,1059.42649096719,1
55,2,1.38649530168623,0.42696358035305,0,0.510745305082755,0.00248506640568572,783.55523400056,1
57,2,0.873618684709072,0.25090584325378,0,0.743430600532005,0.0019125237798489,1294.68791637341,1
